,Customer_ID,Invoice,Amount,recency,Cluster
1760,14106.0,1,214.79999999999998,1031,2
1761,14107.0,239,4853.7,52,1
1762,14108.0,55,1041.21,90,0
1763,14109.0,14,80.2,24,0
1765,14111.0,11,688.6,6,0
1768,14114.0,74,1364.09,37,0
1769,14115.0,22,622.6700000000001,403,2
1770,14116.0,72,1382.74,20,0
1771,14117.0,3,90.0,144,0
1772,14118.0,15,458.45,518,2
1773,14119.0,12,163.47,355,2
1774,14120.0,1,-23.8,578,2
1775,14121.0,161,2740.3,11,1
1776,14122.0,16,309.77,407,2
1777,14123.0,24,436.18,911,2
1778,14124.0,5,419.58000000000004,85,0
1779,14125.0,167,2740.43,11,1
1780,14126.0,44,1109.96,11,0
1781,14127.0,117,1900.0800000000002,93,0
1782,14128.0,66,909.36,61,0
1783,14129.0,109,2591.34,18,1
1784,14130.0,224,1882.67,320,1
1785,14131.0,52,187.87,706,2
1786,14132.0,201,3580.13,3,1
1787,14133.0,38,895.8399999999999,38,0
1790,14136.0,108,1553.96,586,2
1791,14137.0,14,294.1,682,2
1792,14138.0,47,982.3800000000001,120,0
1793,14139.0,69,1086.8,47,0
1794,14140.0,67,920.05,22,0
1795,14141.0,46,879.0300000000001,30,0
1796,14142.0,70,967.75,397,2
1797,14143.0,7,115.8,134,0
1798,14144.0,1,30.599999999999998,428,2
1801,14147.0,33,2019.3,50,0
1802,14148.0,17,466.29,234,0
1803,14149.0,40,259.43,35,0
1804,14150.0,26,658.64,243,0
1805,14151.0,45,666.7,617,2
1806,14152.0,135,1975.44,76,0
1807,14153.0,17,233.4,484,2
1809,14155.0,6,118.75,267,0
1811,14157.0,90,970.33,20,0
1812,14158.0,41,507.66,41,0
1815,14161.0,310,3318.88,127,1
1816,14162.0,25,289.36,174,0
1817,14163.0,58,2594.62,64,0
1818,14164.0,29,1631.77,71,0
1819,14165.0,25,122.53999999999999,98,0
1820,14166.0,53,256.85,505,2
1821,14167.0,121,1296.49,9,0
1822,14168.0,17,305.9,421,2
1823,14169.0,67,624.4300000000001,445,2
1824,14170.0,165,597.33,376,2
1825,14171.0,64,498.79,304,2
1826,14172.0,55,389.97,402,2
1827,14173.0,34,566.95,11,0
1828,14174.0,26,134.46,182,0
1830,14176.0,47,913.11,298,0
1831,14177.0,211,2224.39,85,1
1832,14178.0,327,1620.93,29,1
1833,14179.0,165,719.78,41,0
1835,14181.0,54,310.55,411,2
1836,14182.0,52,660.07,431,2
1837,14183.0,35,286.29,412,2
1838,14184.0,24,452.89,244,0
1839,14185.0,3,197.65,9,0
1840,14186.0,104,1550.63,487,2
1841,14187.0,8,123.5,474,2
1842,14188.0,71,2018.91,72,0
1844,14190.0,1,79.9,403,2
1845,14191.0,271,4713.41,10,1
1846,14192.0,14,293.74,388,2
1847,14193.0,64,1210.19,270,0
1849,14195.0,22,2381.24,202,0
1850,14196.0,6,335.52,107,0
1851,14197.0,20,390.05,411,2
1852,14198.0,97,1527.58,19,0
1853,14199.0,20,916.4999999999999,219,0
1854,14200.0,21,379.2,705,2
1855,14201.0,57,1134.14,4,0
1856,14202.0,29,847.76,382,2
1857,14203.0,16,339.34,517,2
1858,14204.0,232,1062.96,151,0
1859,14205.0,154,1908.38,11,1
1860,14206.0,73,1145.21,240,0
1861,14207.0,2,157.8,688,2
1862,14208.0,35,567.05,184,0
1863,14209.0,237,4937.37,11,1
1865,14211.0,253,4301.69,54,1
1866,14212.0,21,2190.14,31,0
1867,14213.0,15,-1192.2,405,2
1868,14214.0,70,1000.23,37,0
1869,14215.0,193,3404.53,12,1
1870,14216.0,79,2142.39,17,0
1871,14217.0,192,3206.87,10,1
1872,14218.0,12,169.48000000000002,43,0
1873,14219.0,43,633.83,212,0
1874,14220.0,38,1515.0,189,0
1876,14222.0,41,683.17,178,0
1877,14223.0,61,975.23,123,0
1878,14224.0,238,1897.9,111,1
1879,14225.0,91,2015.12,374,2
1880,14226.0,105,2967.78,29,1
1882,14228.0,38,745.5,399,2
1883,14229.0,78,2468.99,52,0
1884,14230.0,33,979.8000000000001,436,2
1885,14231.0,73,1131.97,95,0
1886,14232.0,118,2043.93,43,0
1887,14233.0,77,2766.96,5,1
1888,14234.0,159,775.46,22,0
1889,14235.0,149,4666.99,11,1
1890,14236.0,52,1732.74,81,0
1891,14237.0,36,627.04,589,2
1892,14238.0,13,434.23,327,2
1893,14239.0,215,4203.72,44,1
1894,14240.0,61,1247.49,90,0
1895,14241.0,12,333.70000000000005,95,0
1896,14242.0,16,280.55,235,0
1898,14244.0,20,354.82,660,2
1899,14245.0,112,1677.48,177,0
1900,14246.0,75,1474.06,111,0
1901,14247.0,118,769.71,190,0
1902,14248.0,47,1032.95,319,2
1904,14250.0,111,1904.05,31,0
1905,14251.0,78,2879.7000000000003,11,1
1906,14252.0,10,350.99,382,2
1907,14253.0,12,363.40000000000003,624,2
1908,14254.0,23,601.03,640,2
1909,14255.0,4,-1441.6,399,2
1910,14256.0,139,2397.34,255,1
1913,14259.0,5,120.0,142,0
1914,14260.0,51,824.28,460,2
1915,14261.0,52,1163.45,51,0
1916,14262.0,143,2618.23,18,1
1917,14263.0,16,322.93,365,2
1918,14264.0,84,1461.3600000000001,125,0
1919,14265.0,79,1373.35,110,0
1920,14266.0,1,40.56,518,2
1921,14267.0,68,1259.19,3,0
1922,14268.0,19,354.85,471,2
1923,14269.0,20,261.68,435,2
1924,14270.0,29,492.65000000000003,9,0
1925,14271.0,39,219.13,226,0
1926,14272.0,64,920.81,74,0
1927,14273.0,29,559.97,36,0
1928,14274.0,15,256.6,687,2
1929,14275.0,23,1189.3799999999999,401,2
1930,14276.0,144,1929.32,0,0
1931,14277.0,468,4324.47,16,1
1932,14278.0,13,205.83,410,2
1933,14279.0,3,191.86,521,2
1934,14280.0,8,134.04,197,0
1935,14281.0,7,245.15,409,2
1937,14283.0,41,628.4399999999999,478,2
1938,14284.0,69,1282.85,80,0
1939,14285.0,62,3158.64,22,1
1941,14287.0,11,151.23000000000002,65,0
1942,14288.0,17,413.85,35,0
1943,14289.0,47,911.26,6,0
1944,14290.0,172,4208.93,12,1
1947,14293.0,135,3174.33,148,1
1948,14294.0,23,375.34,408,2
1949,14295.0,76,2316.06,39,0
1950,14296.0,28,448.45,414,2
1951,14297.0,64,1284.06,18,0
1954,14300.0,3,43.2,19,0
1955,14301.0,60,1956.23,108,0
1956,14302.0,28,742.9000000000001,579,2
1957,14303.0,22,277.94,408,2
1958,14304.0,99,1523.81,38,0
1959,14305.0,110,1803.76,32,0
1960,14306.0,48,3141.5,52,1
1962,14308.0,5,-849.45,491,2
1963,14309.0,195,3747.96,29,1
1964,14310.0,22,492.1,640,2
1965,14311.0,38,435.90000000000003,36,0
1966,14312.0,180,3090.29,37,1
1967,14313.0,1,-302.31,625,2
1968,14314.0,11,221.9,107,0
1969,14315.0,137,3168.72,22,1
1970,14316.0,32,1355.34,423,2
1971,14317.0,24,508.58000000000004,183,0
1972,14318.0,9,158.02,580,2
1973,14319.0,27,476.95000000000005,395,2
1974,14320.0,93,1204.1200000000001,39,0
1975,14321.0,181,2198.58,11,1
1976,14322.0,17,384.3,372,2
1977,14323.0,41,574.26,115,0
1978,14324.0,41,701.61,410,2
1979,14325.0,18,245.48000000000002,570,2
1980,14326.0,58,923.98,36,0
1981,14327.0,106,1894.93,164,0
1982,14328.0,3,-445.06,439,2
1984,14330.0,13,200.63,624,2
1985,14331.0,28,462.65999999999997,136,0
1986,14332.0,63,1943.51,23,0
1987,14333.0,19,351.45,182,0
1988,14334.0,260,4292.98,17,1
1989,14335.0,63,468.26,17,0
1990,14336.0,90,1614.91,17,0
1991,14337.0,36,-658.63,850,2
1992,14338.0,53,894.1,197,0
1993,14339.0,27,600.66,36,0
1994,14340.0,6,134.7,219,0
1995,14341.0,268,4443.47,46,1
1996,14342.0,37,842.74,22,0
1997,14343.0,238,1088.91,422,2
1998,14344.0,243,3333.7000000000003,98,1
1999,14345.0,6,108.97999999999999,333,2
2000,14346.0,146,2315.75,32,1
2001,14347.0,6,82.6,1003,2
2002,14348.0,18,409.57,261,0
2003,14349.0,31,133.5,11,0
2004,14350.0,62,947.8,68,0
2005,14351.0,1,51.0,165,0
2006,14352.0,47,1078.96,37,0
2007,14353.0,25,376.5,127,0
2008,14354.0,9,163.62,90,0
2009,14355.0,71,1014.45,450,2
2010,14356.0,38,666.9399999999999,61,0
2011,14357.0,41,225.77,44,0
2012,14358.0,26,384.29999999999995,390,2
2013,14359.0,58,882.58,20,0
2014,14360.0,118,2128.23,121,0
2015,14361.0,14,214.70999999999998,431,2
2016,14362.0,41,161.2,23,0
2017,14363.0,8,227.47000000000003,452,2
2018,14364.0,69,3717.35,5,1
2019,14365.0,51,634.68,425,2
2020,14366.0,1,136.0,670,2
2022,14368.0,8,155.0,320,2
2023,14369.0,26,469.13,525,2
2024,14370.0,49,1092.13,367,2
2025,14371.0,4,100.5,296,2
2026,14372.0,39,830.1800000000001,444,2
2027,14373.0,4,76.55,359,2
2028,14374.0,7,108.0,542,2
2029,14375.0,216,1132.99,157,0
2030,14376.0,18,215.46,684,2
2031,14377.0,11,617.05,263,0
2032,14378.0,9,131.25,622,2
2033,14379.0,129,1268.91,45,0
2034,14380.0,2,-99.72999999999999,604,2
2035,14381.0,114,631.34,53,0
2036,14382.0,303,1240.85,27,1
2037,14383.0,59,1247.69,164,0
2038,14384.0,3,58.5,501,2
2039,14385.0,14,202.11,10,0
2040,14386.0,7,142.4,297,2
2041,14387.0,140,1770.56,75,0
2043,14389.0,118,1821.07,33,0
2045,14391.0,14,135.6,370,2
2046,14392.0,14,266.4,640,2
2047,14393.0,5,67.95,218,0
2048,14394.0,6,93.8,565,2
2050,14396.0,291,2121.93,214,1
2051,14397.0,95,2556.68,4,1
2052,14398.0,53,707.79,528,2
2053,14399.0,196,2098.16,423,1
2054,14400.0,77,1703.0,141,0
2056,14402.0,8,285.6,653,2
2057,14403.0,33,1822.76,142,0
2058,14404.0,213,2800.11,109,1
2059,14405.0,2,195.0,387,2
2060,14406.0,8,156.75,2,0
2061,14407.0,76,2111.08,108,0
2062,14408.0,129,4109.77,11,1
2063,14409.0,108,3453.69,71,1
2064,14410.0,487,2122.37,16,1
2065,14411.0,14,1063.0,311,2
2066,14412.0,86,1417.49,43,0
2067,14413.0,99,770.37,363,2
2068,14414.0,119,2387.48,92,1
2070,14416.0,14,490.22,23,0
2071,14417.0,137,604.2,388,2
2072,14418.0,124,1937.25,26,0
2073,14419.0,229,1260.91,11,1
2074,14420.0,97,1627.72,86,0
2075,14421.0,97,2456.62,5,1
2077,14423.0,16,914.9599999999999,219,0
2078,14424.0,1,322.08,18,0
2079,14425.0,41,635.89,487,2
2081,14427.0,44,1263.52,51,0
2082,14428.0,148,1230.14,47,0
2083,14429.0,22,516.28,698,2
2084,14430.0,40,956.4000000000001,401,2
2085,14431.0,86,2541.6,69,0
2086,14432.0,382,2255.51,10,1
2087,14433.0,77,289.6,466,2
2088,14434.0,12,1372.8,22,0
2089,14435.0,3,90.42,502,2
2090,14436.0,11,271.70000000000005,304,2
2091,14437.0,50,829.94,144,0
2092,14438.0,9,131.9,191,0
2095,14441.0,165,4361.59,22,1
2097,14443.0,161,2351.58,54,1
2098,14444.0,13,132.04,456,2
2099,14445.0,32,221.65,427,2
2100,14446.0,339,1241.31,29,1
2101,14447.0,106,1711.73,19,0
2102,14448.0,20,375.35,10,0
2103,14449.0,546,2482.8,19,1
2104,14450.0,76,1128.44,4,0
2105,14451.0,529,3265.59,61,1
2106,14452.0,132,665.59,11,0
2107,14453.0,22,119.93,307,2
2108,14454.0,111,970.7,377,2
2109,14455.0,82,594.86,457,2
2110,14456.0,977,3047.63,23,1
2111,14457.0,4,113.64,311,2
2112,14458.0,49,237.42,381,2
2114,14460.0,48,919.6,111,0
2116,14462.0,295,2231.89,32,1
2117,14463.0,8,786.5699999999999,171,0
2118,14464.0,4,111.0,568,2
2119,14465.0,200,3946.03,69,1
2120,14466.0,216,4646.9,60,1
2121,14467.0,308,2220.9900000000002,18,1
2122,14468.0,12,204.24,911,2
2123,14469.0,147,2112.21,417,2
2124,14470.0,60,712.04,12,0
2125,14471.0,41,400.95,592,2
2126,14472.0,333,2228.22,64,1
2127,14473.0,7,234.34000000000003,75,0
2128,14474.0,133,1268.1299999999999,44,0
2129,14475.0,53,1025.1200000000001,69,0
2130,14476.0,19,215.7,258,0
2131,14477.0,17,1960.61,20,0
2132,14478.0,68,1276.66,383,2
2133,14479.0,149,1299.11,254,0
2134,14480.0,66,1295.27,12,0
2135,14481.0,153,1935.32,165,1
2136,14482.0,255,4192.25,19,1
2137,14483.0,14,249.2,150,0
2138,14484.0,53,1070.98,51,0
2139,14485.0,47,165.75,333,2
2140,14486.0,6,175.5,512,2
2141,14487.0,192,1428.11,27,0
2142,14488.0,49,1047.43,52,0
2143,14489.0,100,1574.93,208,0
2144,14490.0,80,1273.47,407,2
2145,14491.0,21,468.13,176,0
2146,14492.0,104,1574.3600000000001,371,2
2148,14494.0,17,401.46,26,0
2149,14495.0,8,166.3,51,0
2150,14496.0,114,2645.88,342,1
2151,14497.0,42,679.16,38,0
2152,14498.0,371,3911.27,43,1
2153,14499.0,322,2120.62,27,1
2154,14500.0,7,356.85,1,0
2155,14501.0,12,190.31,95,0
2156,14502.0,631,2351.02,20,1
2157,14503.0,164,3543.26,11,1
2158,14504.0,107,673.26,48,0
2160,14506.0,472,3290.67,18,1
2161,14507.0,277,3172.4900000000002,24,1
2162,14508.0,189,856.09,22,0
2163,14509.0,25,110.95,535,2
2164,14510.0,79,991.98,376,2
2165,14511.0,71,1267.4099999999999,12,0
2166,14512.0,80,1223.47,218,0
2167,14513.0,25,770.9100000000001,101,0
2168,14514.0,341,4594.7300000000005,9,1
2169,14515.0,180,3718.9,18,1
2170,14516.0,37,163.92,398,2
2171,14517.0,18,330.45,142,0
2172,14518.0,16,174.37,183,0
2173,14519.0,39,206.09,684,2
2174,14520.0,4,270.6,120,0
2175,14521.0,20,167.65,478,2
2176,14522.0,46,1758.6200000000001,25,0
2177,14523.0,12,241.09,109,0
2178,14524.0,328,2933.71,72,1
2180,14526.0,42,262.4,390,2
2182,14528.0,18,364.21999999999997,302,2
2183,14529.0,229,620.04,61,0
2185,14531.0,29,376.34,480,2
2186,14532.0,319,3846.4300000000003,237,1
2187,14533.0,94,3185.12,25,1
2190,14536.0,19,171.8,260,0
2191,14537.0,24,635.45,58,0
2192,14538.0,52,1370.8400000000001,183,0
2193,14539.0,32,537.48,16,0
2194,14540.0,274,3785.44,10,1
2195,14541.0,181,2499.68,0,1
2196,14542.0,5,103.25,157,0
2198,14544.0,192,2982.43,25,1
2199,14545.0,23,349.25,648,2
2201,14547.0,367,3986.7400000000002,13,1
2202,14548.0,113,2627.49,3,1
2203,14549.0,144,916.5500000000001,342,2
2204,14550.0,98,1353.31,11,0
2205,14551.0,82,858.59,19,0
2206,14552.0,157,511.28000000000003,33,0
2207,14553.0,301,1816.04,20,1
2208,14554.0,216,2381.04,11,1
2209,14555.0,121,2306.48,58,1
2210,14556.0,203,835.34,597,2
2211,14557.0,32,0.0,86,0
2212,14558.0,17,614.1,654,2
2213,14559.0,2,75.6,391,2
2215,14561.0,69,1080.76,76,0
2217,14563.0,115,679.44,510,2
2218,14564.0,113,2519.32,487,2
2219,14565.0,162,3833.87,114,1
2220,14566.0,16,4092.0,111,1
2221,14567.0,34,1524.46,57,0
2222,14568.0,48,909.5,395,2
2223,14569.0,35,598.98,120,0
2224,14570.0,68,613.75,251,0
2225,14571.0,31,161.65,426,2
2227,14573.0,404,2571.72,35,1
2228,14574.0,11,143.70000000000002,881,2
2229,14575.0,74,460.71,489,2
2230,14576.0,2,70.80000000000001,665,2
2231,14577.0,185,1374.25,13,0
2232,14578.0,24,168.63,181,0
2233,14579.0,25,105.56,640,2
2234,14580.0,1,14.850000000000001,459,2
2235,14581.0,65,433.8,17,0
2236,14582.0,6,114.11,41,0
2237,14583.0,506,1781.03,145,1
2238,14584.0,222,1734.91,94,1
2239,14585.0,111,1143.27,51,0
2240,14586.0,27,134.16,129,0
2241,14587.0,384,1598.24,9,1
2242,14588.0,16,135.39,431,2
2243,14589.0,6,79.5,638,2
2244,14590.0,218,2884.29,395,1
2245,14591.0,197,1447.14,16,1
2246,14592.0,164,570.46,57,0
2247,14593.0,629,3615.17,22,1
2248,14594.0,84,634.83,301,0
2249,14595.0,136,2164.45,20,1
2250,14596.0,57,229.47,627,2
2251,14597.0,103,2201.54,12,0
2252,14598.0,130,221.97,45,0
2253,14599.0,82,474.54,391,2
2254,14600.0,54,865.1700000000001,161,0
2255,14601.0,7,213.96,11,0
2256,14602.0,31,205.35999999999999,657,2
2257,14603.0,2,660.0,68,0
2258,14604.0,23,143.85999999999999,634,2
2259,14605.0,111,937.16,375,2
2262,14608.0,44,3273.44,59,1
2263,14609.0,14,1366.2,73,0
2264,14610.0,10,24.35,455,2
2265,14611.0,39,599.38,440,2
2266,14612.0,14,877.7,416,2
2267,14613.0,1,76.32000000000001,681,2
2268,14614.0,19,295.13,387,2
2269,14615.0,51,934.26,425,2
2270,14616.0,5,527.78,36,0
2271,14617.0,9,190.47000000000003,416,2
2272,14618.0,54,1295.67,10,0
2273,14619.0,62,1276.31,128,0
2274,14620.0,30,393.28000000000003,205,0
2275,14621.0,180,2878.27,90,1
2276,14622.0,21,320.58000000000004,126,0
2277,14623.0,295,2030.83,43,1
2278,14624.0,51,814.07,30,0
2279,14625.0,277,4391.53,157,1
2281,14627.0,39,406.40000000000003,342,2
2282,14628.0,86,1998.0,36,0
2283,14629.0,153,939.21,48,0
2284,14630.0,21,338.65,367,2
2285,14631.0,92,2023.17,51,0
2286,14632.0,8,114.56,263,0
2287,14633.0,20,344.90000000000003,267,0
2288,14634.0,118,1971.82,438,2
2289,14635.0,15,215.22,366,2
2290,14636.0,28,609.85,269,0
2291,14637.0,7,106.67999999999999,678,2
2292,14638.0,16,443.6,51,0
2293,14639.0,295,4946.81,32,1
2294,14640.0,223,3464.03,16,1
2295,14641.0,7,110.46,22,0
2296,14642.0,2,96.12,0,0
2297,14643.0,65,1654.69,171,0
2298,14644.0,72,2077.47,10,0
2299,14645.0,54,840.24,98,0
2301,14647.0,51,519.97,202,0
2302,14648.0,465,4458.21,417,1
2303,14649.0,575,3754.16,35,1
2304,14650.0,4,62.5,589,2
2305,14651.0,288,2034.1200000000001,5,1
2306,14652.0,29,114.18,78,0
2307,14653.0,386,3614.54,10,1
2308,14654.0,27,246.86,1062,2
2309,14655.0,110,3829.23,23,1
2310,14656.0,215,814.65,170,0
2311,14657.0,216,1450.92,18,1
2312,14658.0,29,247.15,118,0
2313,14659.0,259,2456.53,79,1
2314,14660.0,30,285.74,87,0
2315,14661.0,4,107.95,27,0
2316,14662.0,253,1416.33,29,1
2317,14663.0,68,490.6,579,2
2318,14664.0,99,637.89,20,0
2319,14665.0,159,2172.33,31,1
2320,14666.0,14,195.25,25,0
2322,14668.0,12,111.63,446,2
2323,14669.0,395,3243.93,6,1
2324,14670.0,188,602.0,251,0
2325,14671.0,55,1127.45,491,2
2326,14672.0,106,1113.14,162,0
2327,14673.0,163,3410.81,10,1
2328,14674.0,14,173.66,510,2
2329,14675.0,240,1066.9,17,1
2331,14677.0,14,184.91,593,2
2332,14678.0,25,386.44,461,2
2333,14679.0,68,1270.3999999999999,382,2
2335,14681.0,20,875.1500000000001,5,0
2336,14682.0,86,1514.81,202,0
2337,14683.0,21,146.56,589,2
2338,14684.0,519,1468.55,26,1
2339,14685.0,204,4324.31,370,1
2340,14686.0,236,877.88,414,2
2341,14687.0,40,1402.06,107,0
2343,14689.0,13,112.8,209,0
2344,14690.0,109,781.24,33,0
2345,14691.0,71,2114.33,35,0
2346,14692.0,164,1735.59,138,0
2347,14693.0,76,1139.86,265,0
2348,14694.0,15,244.31,704,2
2349,14695.0,95,1552.57,490,2
2350,14696.0,176,2758.67,2,1
2351,14697.0,22,188.60999999999999,219,0
2352,14698.0,210,1250.76,16,0
2353,14699.0,50,702.6,96,0
2354,14700.0,170,3116.26,152,1
2355,14701.0,631,4498.94,11,1
2357,14703.0,22,318.17,15,0
2358,14704.0,483,1813.57,4,1
2359,14705.0,1,179.0,199,0
2360,14706.0,28,390.69,619,2
2361,14707.0,2,139.2,370,2
2362,14708.0,54,2182.58,125,0
2364,14710.0,442,1922.59,15,1
2365,14711.0,359,2838.2,11,1
2366,14712.0,32,1328.0700000000002,60,0
2368,14714.0,98,896.4,25,0
2369,14715.0,138,1840.45,9,0
2370,14716.0,100,565.45,43,0
2371,14717.0,12,72.8,911,2
2372,14718.0,11,226.42,411,2
2373,14719.0,238,1592.18,11,1
2374,14720.0,37,663.81,31,0
2375,14721.0,27,115.77,380,2
2376,14722.0,94,513.37,148,0
2377,14723.0,481,2093.06,11,1
2378,14724.0,43,345.25,591,2
2379,14725.0,107,1264.84,25,0
2380,14726.0,19,124.75,655,2
2381,14727.0,73,291.13,68,0
2382,14728.0,14,190.58,414,2
2383,14729.0,208,907.38,626,2
2384,14730.0,501,2005.06,108,1
2385,14731.0,45,380.02,35,0
2388,14734.0,64,1045.47,417,2
2390,14736.0,100,401.08,397,2
2391,14737.0,45,3554.17,181,1
2392,14738.0,83,1763.64,5,0
2394,14740.0,238,4068.86,197,1
2395,14741.0,85,1897.59,12,0
2396,14742.0,34,579.85,436,2
2397,14743.0,3,50.48,593,2
2398,14744.0,124,3821.02,17,1
2399,14745.0,147,2491.46,113,1
2400,14746.0,9,593.5,365,2
2401,14747.0,19,294.3,189,0
2402,14748.0,220,2672.25,9,1
2403,14749.0,18,310.15,480,2
2404,14750.0,32,112.03,1002,2
2405,14751.0,7,126.45,685,2
2406,14752.0,5,389.64,44,0
2407,14753.0,48,869.51,88,0
2408,14754.0,138,1546.28,45,0
2410,14756.0,122,2613.46,15,1
2411,14757.0,19,420.5,76,0
2412,14758.0,136,2864.97,145,1
2413,14759.0,102,1625.97,113,0
2414,14760.0,7,53.8,295,2
2415,14761.0,24,447.92,0,0
2416,14762.0,30,417.57,264,0
2417,14763.0,1,-9.95,880,2
2418,14764.0,7,250.55,44,0
2419,14765.0,39,254.11,59,0
2421,14767.0,18,382.81,475,2
2422,14768.0,6,139.5,18,0
2424,14770.0,198,3624.89,233,1
2425,14771.0,50,579.92,606,2
2426,14772.0,9,139.26,113,0
2427,14773.0,11,125.7,589,2
2428,14774.0,13,241.45,529,2
2429,14775.0,80,1418.46,0,0
2430,14776.0,211,3339.02,52,1
2431,14777.0,21,239.26,212,0
2432,14778.0,35,730.86,246,0
2433,14779.0,41,386.15,251,0
2434,14780.0,27,447.68,55,0
2435,14781.0,1,-530.31,421,2
2436,14782.0,6,200.10000000000002,320,2
2437,14783.0,18,305.35,656,2
2438,14784.0,27,449.93,27,0
2439,14785.0,3,77.4,11,0
2440,14786.0,7,90.96,522,2
2441,14787.0,15,110.65,472,2
2442,14788.0,58,1156.32,27,0
2443,14789.0,6,197.64,29,0
2444,14790.0,145,2526.62,2,1
2445,14791.0,19,303.63,371,2
2446,14792.0,4,0.0,153,0
2447,14793.0,40,611.0500000000001,22,0
2448,14794.0,107,1889.15,10,0
2449,14795.0,6,131.45000000000002,167,0
2451,14797.0,16,300.31,508,2
2452,14798.0,51,715.11,53,0
2453,14799.0,23,338.15,52,0
2455,14801.0,59,193.14,91,0
2456,14802.0,6,-1502.98,439,2
2457,14803.0,44,845.55,98,0
2458,14804.0,12,353.27,332,2
2459,14805.0,132,1104.64,16,0
2460,14806.0,20,303.43,76,0
2461,14807.0,40,519.29,391,2
2462,14808.0,256,2175.37,40,1
2463,14809.0,18,686.76,622,2
2464,14810.0,325,2537.02,41,1
2465,14811.0,28,170.5,388,2
2466,14812.0,37,185.8,599,2
2467,14813.0,177,1090.87,386,2
2468,14814.0,32,160.46,523,2
2469,14815.0,53,778.5,274,0
2470,14816.0,4,271.85,198,0
2471,14817.0,234,3889.21,160,1
2472,14818.0,107,1170.41,74,0
2473,14819.0,57,470.16,183,0
2474,14820.0,64,1274.76,22,0
2475,14821.0,72,1286.45,379,2
2476,14822.0,9,157.70000000000002,397,2
2477,14823.0,70,321.43,4,0
2478,14824.0,162,3952.51,11,1
2479,14825.0,314,4886.28,16,1
2480,14826.0,10,385.2,523,2
2481,14827.0,1,0.0,373,2
2483,14829.0,113,1639.94,60,0
2484,14830.0,40,197.13,54,0
2485,14831.0,90,1623.97,575,2
2486,14832.0,3,-274.63,631,2
2487,14833.0,7,94.8,499,2
2488,14834.0,90,2184.21,0,0
2489,14835.0,3,293.09999999999997,527,2
2490,14836.0,6,102.44999999999999,11,0
2491,14837.0,213,3445.82,31,1
2492,14838.0,71,773.6700000000001,365,2
2493,14839.0,74,915.28,419,2
2494,14840.0,24,340.21,268,0
2496,14842.0,158,2456.8,44,1
2497,14843.0,9,211.79999999999998,437,2
2499,14845.0,1,150.0,600,2
2500,14846.0,13,406.79999999999995,365,2
2501,14847.0,65,1320.6,149,0
2502,14848.0,11,310.56,405,2
2504,14850.0,205,1575.21,342,1
2505,14851.0,42,829.4100000000001,24,0
2507,14853.0,33,1351.37,5,0
2508,14854.0,222,4302.17,68,1
2510,14856.0,66,1311.3799999999999,57,0
2511,14857.0,218,3578.931,30,1
2512,14858.0,11,180.75,506,2
2513,14859.0,67,1703.94,13,0
2514,14860.0,12,168.62,20,0
2515,14861.0,95,1318.4,53,0
2516,14862.0,48,841.1999999999999,26,0
2517,14863.0,11,266.76,60,0
2518,14864.0,2,-48.75,850,2
2519,14865.0,9,129.72,301,2
2521,14867.0,141,2901.46,157,1
2522,14868.0,214,4170.06,22,1
2523,14869.0,259,2776.8,104,1
2524,14870.0,69,1794.6000000000001,262,0
2525,14871.0,201,1258.97,179,0
2526,14872.0,44,802.6800000000001,481,2
2527,14873.0,49,854.13,211,0
2528,14874.0,6,116.18,536,2
2529,14875.0,93,2841.55,10,1
2530,14876.0,13,256.7,551,2
2531,14877.0,66,437.0,419,2
2532,14878.0,381,3812.2200000000003,4,1
2533,14879.0,27,185.06,685,2
2534,14880.0,47,706.19,78,0
2535,14881.0,17,255.4,20,0
2536,14882.0,70,3426.55,27,1
2537,14883.0,54,756.64,5,0
2538,14884.0,8,120.6,495,2
2539,14885.0,32,1496.12,132,0
2540,14886.0,18,364.8,340,2
2541,14887.0,6,1862.0,80,0
2542,14888.0,20,369.2,208,0
2543,14889.0,10,135.9,162,0
2544,14890.0,57,817.25,254,0
2545,14891.0,63,1106.73,148,0
2546,14892.0,13,202.35000000000002,691,2
2547,14893.0,110,1782.26,10,0
2548,14894.0,49,1412.21,86,0
2550,14896.0,295,1973.47,205,1
2551,14897.0,128,3100.7400000000002,1,1
2552,14898.0,314,3356.86,24,1
2553,14899.0,137,1384.88,455,2
2554,14900.0,1,13.919999999999998,582,2
2555,14901.0,171,2277.05,1,1
2556,14902.0,65,1000.27,22,0
2557,14903.0,364,2744.48,22,1
2558,14904.0,144,1640.64,26,0
2559,14905.0,81,1939.69,125,0
2560,14906.0,3,-66.98,446,2
2562,14908.0,14,381.9,75,0
2563,14909.0,82,1380.98,438,2
2564,14910.0,35,389.86,26,0
2566,14912.0,68,748.5799999999998,17,0
2567,14913.0,247,4073.13,37,1
2568,14914.0,1,-5.85,606,2
2569,14915.0,92,1752.65,86,0
2570,14916.0,140,2888.21,71,1
2571,14917.0,29,1123.75,597,2
2573,14919.0,13,359.35,540,2
2574,14920.0,97,1607.17,35,0
2575,14921.0,78,1316.07,90,0
2576,14922.0,50,843.74,394,2
2577,14923.0,44,749.1,51,0
2578,14924.0,31,931.01,128,0
2579,14925.0,1,-7.95,850,2
2580,14926.0,4,337.65,382,2
2581,14927.0,20,308.2,486,2
2582,14928.0,24,204.46,620,2
